Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Tellas, Gabriel",DEL,Olimpo de BB,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vidal, Norberto",DEL,Olimpo de BB,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Assmann, Fabián",ARQ,Quilmes AC,4000000,5,3,5,4,3,5,-1,4,5,0,0,0,0,0,0,8.0,25.0,3.13,10.0,33.0,3.3,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Benítez, Walter",ARQ,Quilmes AC,2600000,0,0,0,0,0,0,0,0,0,0,8,8,1,0,9,5.0,26.0,5.2,5.0,26.0,5.2,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
"Ledesma, Marcos",ARQ,Quilmes AC,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alegre, Alan",DEF,Quilmes AC,2200000,0,0,0,0,0,0,0,3,5,4,7,5,4,5,8,8.0,41.0,5.13,8.0,41.0,5.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
"Alvarado, Leonardo",DEF,Quilmes AC,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bontempo, Leonel",DEF,Quilmes AC,2500000,0,0,0,2,0,0,0,6,2,4,0,0,0,0,0,4.0,14.0,3.5,4.0,14.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
"Carli, Joel",DEF,Quilmes AC,3100000,5,6,5,4,4,5,3,3,6,2,0,0,5,3,0,10.0,40.0,4.0,12.0,51.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
"Fioramonti, Federico",DEF,Quilmes AC,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Malrechauffe, Damián",DEF,Quilmes AC,300000,4,5,5,0,0,0,0,0,0,0,8,5,3,3,0,5.0,24.0,4.8,7.0,33.0,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
"Morales, Emanuel",DEF,Quilmes AC,1000000,4,5,3,0,0,0,0,0,0,0,7,5,5,5,6,6.0,31.0,5.17,8.0,40.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
"Noguera, Gustavo",DEF,Quilmes AC,2300000,0,0,0,3,5,5,3,0,0,0,0,0,0,0,0,4.0,16.0,4.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Suárez, Lucas",DEF,Quilmes AC,700000,0,0,5,5,15,4,4,0,0,0,0,0,0,0,0,5.0,33.0,6.6,5.0,33.0,6.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Uglessich, Mariano",DEF,Quilmes AC,3300000,0,0,0,4,5,3,2,15,5,-1,0,0,0,0,20,8.0,53.0,6.63,8.0,53.0,6.63,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
"Braña, Rodrigo",VOL,Quilmes AC,4300000,6,9,4,4,6,3,2,7,5,0,0,5,0,0,8,9.0,44.0,4.89,11.0,59.0,5.36,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
"Buonanotte, Diego",VOL,Quilmes AC,4700000,4,12,-1,0,5,2,4,6,4,0,2,4,3,0,0,9.0,29.0,3.22,11.0,45.0,4.09,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
"Cabrera, Nicolás",VOL,Quilmes AC,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2.0,10.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Calello, Adrián",VOL,Quilmes AC,500000,5,5,5,5,0,4,0,4,2,4,4,0,0,0,0,7.0,28.0,4.0,9.0,38.0,4.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Canelo, Alexis",VOL,Quilmes AC,2000000,0,0,0,0,0,0,5,0,4,4,10,4,5,4,20,8.0,56.0,7.0,8.0,56.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
"Carrasco, Emiliano",VOL,Quilmes AC,1600000,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,3.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Cáseres, Franco",VOL,Quilmes AC,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gómez, Rodrigo",VOL,Quilmes AC,4100000,4,5,12,5,3,14,1,5,5,7,5,6,0,5,7,12.0,75.0,6.25,14.0,84.0,6.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"López, Nicolás",VOL,Quilmes AC,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Morales, Matías",VOL,Quilmes AC,2400000,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2.0,10.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pérez Godoy, Lucas",VOL,Quilmes AC,2100000,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2.0,5.0,2.5,2.0,5.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"Pérez Guedes, Martín",VOL,Quilmes AC,3800000,0,0,0,0,0,0,0,0,0,4,2,0,4,0,0,3.0,10.0,3.33,3.0,10.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Romero, Sebastián",VOL,Quilmes AC,3900000,0,0,0,5,8,2,4,6,14,4,5,5,1,0,3,11.0,57.0,5.18,11.0,57.0,5.18,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0
"Scifo, Adrián",VOL,Quilmes AC,2300000,5,3,4,0,0,0,0,0,0,0,5,5,0,2,3,5.0,19.0,3.8,7.0,27.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Zacaría, Jonathan",VOL,Quilmes AC,2500000,5,4,5,0,0,0,5,0,0,6,5,4,5,0,0,6.0,30.0,5.0,8.0,39.0,4.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Bieler, Claudio",DEL,Quilmes AC,4200000,2,4,4,5,2,4,3,0,0,0,10,0,18,6,6,9.0,58.0,6.44,11.0,64.0,5.82,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
"Ciampichetti, Flavio",DEL,Quilmes AC,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Demelchori, Leonel",DEL,Quilmes AC,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fernández, Adrián",DEL,Quilmes AC,3000000,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2.0,7.0,3.5,3.0,11.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Hipperdinger, Sergio",DEL,Quilmes AC,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ilarregui, Francisco",DEL,Quilmes AC,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ramírez, Rubén",DEL,Quilmes AC,4900000,0,0,0,12,9,4,4,19,3,2,0,4,0,5,0,9.0,62.0,6.89,9.0,62.0,6.89,5.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Torres, Jonatan",DEL,Quilmes AC,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ibáñez, Nelson",ARQ,Racing Club,3000000,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,2.0,13.0,6.5,2.0,13.0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Musso, Juan",ARQ,Racing Club,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saja, Sebastián",ARQ,Racing Club,6000000,3,9,4,6,0,7,10,5,9,9,9,0,10,10,5,11.0,84.0,7.64,13.0,96.0,7.38,0.0,0.0,0.0,0.0,7.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
"Alvarado, Pablo",DEF,Racing Club,2200000,0,0,0,0,8,0,9,3,0,8,0,6,0,0,0,5.0,34.0,6.8,5.0,34.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"Bazán, Mauro",DEF,Racing Club,1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cabral, Yonathan",DEF,Racing Club,4300000,4,0,4,5,0,5,0,6,8,0,17,7,5,0,5,9.0,62.0,6.89,10.0,66.0,6.6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
"Campi, Gastón",DEF,Racing Club,2500000,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1.0,6.0,6.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Grimi, Leandro",DEF,Racing Club,4000000,3,0,5,0,0,3,8,5,0,7,8,0,9,0,7,8.0,52.0,6.5,9.0,55.0,6.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
"Lollo, Luciano",DEF,Racing Club,5300000,3,8,0,0,0,0,0,0,0,0,0,7,8,17,6,5.0,38.0,7.6,7.0,49.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
"Paillalef, Rodrigo",DEF,Racing Club,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pillud, Iván",DEF,Racing Club,4100000,4,0,4,0,0,6,9,5,0,7,6,0,7,0,8,8.0,52.0,6.5,9.0,56.0,6.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
"Sánchez, Nicolás 1",DEF,Racing Club,3000000,0,6,0,14,0,6,7,2,22,6,5,0,0,3,0,8.0,65.0,8.13,9.0,71.0,7.89,2.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0
"Voboril, Germán",DEF,Racing Club,2600000,4,7,0,4,6,0,0,0,7,0,0,7,0,5,5,6.0,34.0,5.67,8.0,45.0,5.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
"Acevedo, Nelson",VOL,Racing Club,3500000,0,4,3,0,6,0,0,0,5,0,0,2,0,3,0,5.0,19.0,3.8,6.0,23.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
"Acuña, Marcos",VOL,Racing Club,3200000,5,0,12,5,0,0,7,4,6,5,4,5,4,15,0,10.0,67.0,6.7,11.0,72.0,6.55,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Aued, Luciano",VOL,Racing Club,2000000,5,0,6,5,0,0,0,0,0,0,0,0,7,5,5,5.0,28.0,5.6,6.0,33.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bareiro, Lucas",VOL,Racing Club,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Camacho, Washington",VOL,Racing Club,3000000,5,5,11,5,13,4,6,6,6,6,0,0,5,5,13,11.0,80.0,7.27,13.0,90.0,6.92,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cerro, Francisco",VOL,Racing Club,3100000,0,5,0,4,6,5,0,0,6,3,11,0,5,3,6,9.0,49.0,5.44,10.0,54.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
"Díaz, Ricardo Gastón",VOL,Racing Club,4000000,5,5,0,5,4,5,0,4,5,0,0,5,0,5,5,8.0,38.0,4.75,10.0,48.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Nagüel, Santiago",VOL,Racing Club,3500000,0,6,0,0,8,0,5,4,4,0,6,5,0,5,0,7.0,37.0,5.29,8.0,43.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Oroz, Nicolás",VOL,Racing Club,800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rolheiser, Leonardo",VOL,Racing Club,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Romero, Oscar",VOL,Racing Club,4800000,0,5,0,4,15,6,0,0,5,0,5,0,5,0,0,6.0,40.0,6.67,7.0,45.0,6.43,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Valenzuela, Carlos Fernando",VOL,Racing Club,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Videla, Ezequiel",VOL,Racing Club,5000000,5,0,5,0,0,6,7,0,0,5,5,5,3,0,6,8.0,42.0,5.25,9.0,47.0,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Bou, Gustavo",DEL,Racing Club,6000000,5,5,11,5,0,4,11,12,0,5,10,4,6,0,10,10.0,78.0,7.8,12.0,88.0,7.33,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Castillón, Facundo",DEL,Racing Club,3700000,0,0,0,0,11,0,0,0,0,4,0,5,0,0,0,3.0,20.0,6.67,3.0,20.0,6.67,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Castro, Facundo",DEL,Racing Club,800000,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,3.0,13.0,4.33,3.0,13.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Fernández, Brian",DEL,Racing Club,4000000,0,7,7,6,0,3,3,4,4,5,4,5,0,0,0,9.0,41.0,4.56,10.0,48.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Mansilla, Brian",DEL,Racing Club,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Milito, Diego",DEL,Racing Club,7700000,4,0,0,0,0,0,16,4,0,5,0,0,15,0,11,5.0,51.0,10.2,6.0,55.0,9.17,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
"Nuñez, Carlos",DEL,Racing Club,3800000,0,5,0,0,12,13,6,0,11,0,0,0,0,0,0,4.0,42.0,10.5,5.0,47.0,9.4,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Barovero, Marcelo",ARQ,River Plate,5800000,5,3,10,0,0,0,0,10,6,5,2,9,0,16,4,8.0,62.0,7.75,10.0,70.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
"Batalla, Augusto",ARQ,River Plate,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chiarini, Julio",ARQ,River Plate,2000000,0,0,6,2,1,9,4,0,0,0,0,0,0,0,0,5.0,22.0,4.4,5.0,22.0,4.4,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Alvarez Balanta, Eder",DEF,River Plate,3000000,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.0,5.0,5.0,2.0,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Funes Mori, Ramiro",DEF,River Plate,4300000,0,2,4,0,4,7,0,0,4,16,0,7,0,6,3,8.0,51.0,6.38,9.0,53.0,5.89,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0
"Maidana, Jonatan",DEF,River Plate,4100000,0,5,5,0,0,7,7,7,0,6,5,0,0,7,5,8.0,49.0,6.13,9.0,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
"Mammana, Emanuel",DEF,River Plate,800000,0,0,0,6,0,0,0,9,6,0,4,0,0,0,0,4.0,25.0,6.25,4.0,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Mercado, Gabriel",DEF,River Plate,5700000,0,3,3,0,3,0,0,0,5,0,0,7,0,0,0,4.0,18.0,4.5,5.0,21.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
"Pezzella, Germán",DEF,River Plate,3000000,6,0,0,0,3,8,4,8,0,0,4,13,0,0,0,6.0,40.0,6.67,7.0,46.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0
"Urribarri, Bruno",DEF,River Plate,1200000,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Vega, Federico",DEF,River Plate,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vega, Leandro",DEF,River Plate,1300000,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,2.0,10.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aguirre, Martín",VOL,River Plate,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aimar, Pablo",VOL,River Plate,5400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cirigliano, Ezequiel",VOL,River Plate,2200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kranevitter, Claudio",VOL,River Plate,3500000,7,5,4,0,0,0,3,4,11,7,4,0,0,4,5,8.0,42.0,5.25,10.0,54.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0
"Martínez, Gonzalo",VOL,River Plate,5000000,12,5,0,0,15,5,4,7,6,6,4,5,0,0,13,9.0,65.0,7.22,11.0,82.0,7.45,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Martínez, Tomás",VOL,River Plate,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mayada, Camilo",VOL,River Plate,2600000,6,5,5,8,4,5,0,6,5,5,0,5,0,10,5,10.0,58.0,5.8,12.0,69.0,5.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pisculichi, Leonardo",VOL,River Plate,6500000,0,5,4,0,0,4,5,0,0,0,0,3,0,5,5,6.0,26.0,4.33,7.0,31.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Ponzio, Leonardo",VOL,River Plate,4200000,0,12,0,7,4,11,12,0,0,0,0,0,0,5,4,6.0,43.0,7.17,7.0,55.0,7.86,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Rodríguez, Guido",VOL,River Plate,700000,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,2.0,9.0,4.5,2.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Rojas, Ariel",VOL,River Plate,4500000,6,4,5,0,0,5,6,5,6,8,5,5,0,5,4,10.0,54.0,5.4,12.0,64.0,5.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Romero, Luciano",VOL,River Plate,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sánchez, Carlos",VOL,River Plate,4700000,16,2,7,0,5,0,0,18,0,6,5,0,0,0,0,5.0,41.0,8.2,7.0,59.0,8.43,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Solari, Augusto",VOL,River Plate,2000000,0,0,0,3,0,7,14,5,0,0,0,5,0,5,0,6.0,39.0,6.5,6.0,39.0,6.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
"Vangioni, Leonel",VOL,River Plate,3600000,6,5,6,0,4,0,0,0,0,4,3,0,0,5,3,6.0,25.0,4.17,8.0,36.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Boyé, Lucas",DEL,River Plate,1700000,0,0,0,0,0,0,0,5,12,0,0,5,0,5,4,5.0,31.0,6.2,5.0,31.0,6.2,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cavenaghi, Fernando",DEL,River Plate,6200000,12,5,0,10,4,4,12,4,12,20,4,4,0,4,4,11.0,82.0,7.45,13.0,99.0,7.62,6.0,6.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
"Driussi, Sebastián",DEL,River Plate,2500000,0,0,0,10,6,0,7,6,6,12,5,0,0,0,0,7.0,52.0,7.43,7.0,52.0,7.43,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gutiérrez, Teófilo",DEL,River Plate,7500000,19,8,4,0,0,5,0,0,0,5,5,0,0,10,0,5.0,29.0,5.8,7.0,56.0,8.0,5.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"Kaprof, Juan Cruz",DEL,River Plate,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"López, Franco",DEL,River Plate,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mora, Rodrigo",DEL,River Plate,5200000,6,0,24,5,20,3,12,0,5,0,4,0,0,0,0,7.0,73.0,10.43,8.0,79.0,9.88,5.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
"Simeone, Giovanni",DEL,River Plate,2800000,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,2.0,10.0,5.0,2.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Caranta, Mauricio",ARQ,Rosario Central,4000000,7,4,9,3,9,5,5,2,4,6,4,10,8,4,6,13.0,75.0,5.77,15.0,86.0,5.73,0.0,0.0,0.0,0.0,14.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0
"García, Manuel",ARQ,Rosario Central,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
